z,x,beta,w_AA,w_BB,w_AB,U_hat,m_AB_hat
2,0.2692307692307692,6814.162256397038,-0.1635516553495546,0.8388929618665559,-0.7492313336710668,-0.4789176359842151,0.5384615384615384
6,0.2736061226544929,14206.139224620576,0.3878343798552597,0.1885872677097813,0.7773065884029444,1.4393446665159009,0.8983664307618934
2,0.4117647058823529,49.1027834504126,-0.1035271235969688,-0.581384703476739,-0.2173283343533067,-0.2698195104864953,0.2435314352131798
6,0.1814974965862539,0.1922408797479796,0.0799309033765907,0.7643601729887117,-0.0198945694280867,0.2173079411366071,0.8939264995745844
2,0.0,27.22376510329239,0.8885966165705823,-0.7260582120353354,-0.5039230739265281,0.8885966165705822,1.8971935717360927e-16
2,0.0933333333333333,0.0252126217137564,-0.4041586323218527,0.8318860366953222,0.4586227090129122,-0.2515448849957776,0.1521887946058686
2,0.4615384615384615,0.1831235930789352,0.6279530929951491,-0.6582477310508292,-0.2603266791684011,-0.0889197690229948,0.5026594097798746
2,0.125,0.0171345468704753,0.6194395340173771,-0.3132414129555263,0.2952061791012248,0.5366028137206396,0.2374856264373574
2,0.2191780821917808,4.074247670043473,-0.4189325999708908,-0.5613388283444045,0.3315986432866686,-0.2603894553085518,0.230920694711574
4,0.482666015625,24.961009399206528,0.9406782800530452,0.1563953133632312,0.8005440231349448,1.2893600735038615,0.6551279701305565
4,0.1549479166666666,0.1036673395304862,-0.5434608769148639,0.0471725536273084,-0.3104289921308332,-0.9367825243403012,0.5281480162300832
4,0.1394380853277835,856108.4950505968,0.5117382364979826,-0.9598649113879048,0.5550517092318801,0.838702563057159,0.2895864245346433
4,0.4705683926463147,2592.89343106266,0.3192302132521902,-0.363119154633748,-0.9807480713803788,-1.306577108431249,1.3588324485431102
4,0.3409090909090909,6996.791634147036,0.4581912797703236,0.6584257871403216,-0.0135677846325374,0.4035341111213842,1.135511220927614
2,0.088235294117647,4151832.2681860495,0.5191808005119858,0.4795282009240302,-0.7844131687711817,0.2891348059326032,0.1764705882352941
6,0.210392,1.2895974451022243,0.1407203540142214,-0.8530163572373457,0.8655426165653985,0.8730506516769464,0.8824757561812084
6,0.4734629889580758,51879.10093895748,-0.3012030069906206,0.1153670805532474,0.6877905329743892,0.8502952991857007,1.4886641679290709
4,0.3336109954185756,0.1079770718881747,0.5758410309848117,-0.2539501438442746,-0.3975889290368002,0.098864411470586,0.8937010062971343
2,0.2857142857142857,2.313029443241768,-0.7414584390188765,0.3495859206261968,-0.5682791201117494,-0.5989344755912045,0.4544279325107313
4,0.1259105098855359,65.74172097807603,-0.2172655187032302,-0.5818597124787188,0.7482963465811348,-0.2137340832486821,0.2723413295004279
2,0.2580645161290322,4194.896244403366,-0.1908229385487143,-0.5151810189386601,0.6504357904963634,-0.0479097600083326,0.2258420965959686
4,0.064453125,2.502973397683322,-0.9187542840934706,-0.7656703348119775,0.9302237181299438,-1.557444511882083,0.1468772776091907
4,0.4388756692444973,3208648.154397151,-0.7744507917407555,0.646607530892696,-0.4228566567868896,-0.7751751189855705,1.319484991658933
2,0.125,0.8423027533822515,0.3864169494609892,0.394424812143086,0.1561116166815692,0.3364005621176248,0.2177351816204599
2,0.3529411764705882,0.275573639680804,0.5553603105022589,0.9957409320239166,-0.8960202562088666,-0.1335617107661516,0.5051239449685134
6,0.3840877914951989,0.0279159386918138,0.7810049610684118,-0.9582412089593556,-0.7259029111437951,-0.5750532514437137,1.4342072681976124
6,0.4707615708987451,0.585185634587729,0.9604161970561786,0.6452856524959591,0.2536087251180279,1.589398952538485,1.5417525976176438
2,0.4444444444444444,0.1246491852779888,0.9937225719551356,-0.0038679370293068,-0.4372302602215869,0.0226316119329008,0.5661246693766677
4,0.2656683975365294,6.719661570503382,-0.5915565350252325,-0.3629649972668176,-0.0621595602710205,-0.8466038239169478,0.5180667944021704
4,0.1322314049586777,463.529895963302,-0.1737494101254706,0.784155097773914,-0.7544719868529111,-0.6195082160516818,0.4957553943756702
4,0.2075298438934802,11615.557213391094,-0.0288953847215105,-0.1708029319487298,-0.2406267197217502,-0.2213079504362798,0.7431374554016923
4,0.4435555555555555,11269115.396223435,-0.3595653097149189,-0.8389513405530395,0.8162593892658181,-0.2624051122473164,0.6230894694415405
6,0.4823534825726191,17.964800575475156,-0.843755563403181,0.6637287872031461,-0.6429203903726208,-1.178874772594935,1.4994005470972591
2,0.0253164556962025,543689.7843367045,0.1762762728716491,-0.8262722609570452,0.1980529110656748,0.1707685812485236,0.0379949326590378
4,0.4825484764542936,2306.0749664693785,0.5224929676253565,-0.5597646592764862,-0.32232168769261,-0.4101257036219385,1.3521476614223562
4,0.1813271604938271,545.6175463604739,-0.4967583016093007,0.4584410086152208,0.8069653562861296,-0.365912102562955,0.3403815195430195
4,0.4056541748849441,11628.015488220915,-0.9981689480526394,0.2265779584320586,0.7176517134996658,-0.3315306120319232,0.6082392410194509
4,0.0694444444444444,45.2578438677946,-0.6147397925031732,0.0881585339119401,0.4879229580811972,-1.0059055874038796,0.1676610116766104
6,0.0086706516984983,1964.475919512833,0.3129711072322871,0.7783071960680954,0.9187312385345068,0.9702072825264116,0.0514341098539303
4,0.0551479289940828,0.8639801432660779,-0.1727710786979084,0.995483165759142,0.608069888985765,-0.1756274307190972,0.2087352943612459
4,0.0090702947845804,3.906496510711867,-0.8230599664596434,0.2311039325248958,0.3180659193903672,-1.6066407677339292,0.0331507394666191
4,0.2411242603550296,69.09374790843292,0.7592083569189227,0.356662643510367,0.083147942068571,0.9248772129157928,0.8412445087487258
4,0.2288781163434903,0.2173225635084087,0.9574927119803234,0.523696040315629,-0.6034820337284779,0.7408696895094883,0.7258088878797059
6,0.4635568513119533,0.050013810129912,0.9691116707200896,-0.9532146018703512,-0.5320741374510662,-0.582051307216772,1.5111657704914254
2,0.1764705882352941,693.9023868508933,0.9777879039714696,-0.5405486341331838,0.1973919409815556,0.703603471622508,0.2940823599985881
4,0.0957409972299169,385827.53114722425,-0.2138646772167645,0.9080941417716162,-0.2769875430699637,-0.4419451761024843,0.3670083303304017
4,0.4760802469135802,0.2122094015624983,0.956712447317029,0.7369732273616743,0.9867793511149974,1.8428155935824824,0.9905756503020344
2,0.225,335.4372684541688,-0.2602154211971066,0.9351434493965638,-0.833608448965284,-0.4303620833597905,0.3749575042495749
4,0.0945179584120983,1.3713221447661923,-0.8614117147577189,0.9358152498122152,0.5965426709313715,-1.200171408910013,0.3270126902995788
2,0.4852941176470588,0.1039484514227629,-0.8638660969605432,0.6181027353257424,-0.0296059221905311,-0.0950397369373901,0.5321382951908767
6,0.1844649462619885,213.3755734739664,-0.6835447184374717,-0.8028633816492825,0.1266462486038315,-1.333557839193121,0.9002774957132721
2,0.3814432989690721,14.4768352327372,-0.4299071723600975,-0.0086487342260808,-0.6753969391964614,-0.5273385751509054,0.5658997303959798
2,0.2727272727272727,452688.9143168005,0.5478178359441692,0.4915554315290527,-0.0884329256059954,0.2284469321062383,0.4999454581815757
4,0.0166597251145356,0.0129253199810318,-0.2974828037126586,-0.364049797383277,-0.6343082052179536,-0.6170011714036518,0.0652878170721551
2,0.15625,911045.678650288,0.0490298507460815,0.2159531121295272,-0.2378692626159855,-0.0406261221795644,0.3124999999999999
4,0.3858024691358024,1.2713179672533428,-0.5212347996931412,-0.0527456201559455,0.5313067141046635,-0.0187859956631506,0.8092356451797977
2,0.5,46416.09392377333,-0.1829070033971009,0.2956575300632358,-0.1867121084256,-0.1220211375979904,0.7338776985427545
6,0.4286601481481481,2173728.1500984817,-0.2417045580587384,0.1845311559285918,-0.9607152950646431,-1.5506764295574975,1.4737167780666092
4,0.1191111111111111,0.1920831954009102,-0.988954211009333,-0.8982901801660617,0.1690192790186351,-1.4949782336011783,0.4146277233442202
2,0.4666666666666667,201240.58265418067,-0.994265528064756,0.2551519260321409,0.3078089615486683,-0.0950743219913408,0.4667046150927044
6,0.4635055792080585,987912.0195558273,0.1828550542213138,-0.8170807488582283,-0.4214300981927044,-1.001507984679466,1.5303861563997976
6,0.3110783635253409,4.711543259644943,0.8825434315109879,-0.6784630324767071,-0.0635031123745255,0.977724203654054,1.287397718665103
4,0.0975056689342403,7216167.85360966,0.48944968903054,-0.2440237397858489,0.7801437201460373,0.9770542743563791,0.214761070882525
4,0.1623931623931624,526210.6735713152,0.6195776069317558,-0.5747466236192882,-0.0132675915836903,0.830493098282938,0.5818426058378078
4,0.279052734375,170946.04937539686,0.4507008938598495,-0.3955827085192982,-0.3397261940699823,0.0781824240416518,0.955398622665088
2,0.3333333333333333,30630.759110188203,0.8621127150982908,0.879339936252838,0.3605267983512368,0.5277221039335882,0.6666666666666665
2,0.288135593220339,0.061546055396279,-0.0694742057096304,0.5205773363188493,-0.153222924252059,-0.0623543292200794,0.4300579344560903
6,0.4525973971240243,0.4802406310136364,0.0757539291166378,0.9976947673335144,0.3909582393675108,1.2623835231163436,1.4865069594688731
2,0.0875,191469.4090799294,0.6750398830464783,-0.8401038398051466,0.045255658108237,0.5540160967230087,0.0903944211157786
6,0.4705075445816186,0.0144309323089964,-0.5422181157615182,0.2127140518291785,0.8809613272708476,1.0320440008044542,1.523452380636165
6,0.3124392420307308,4077.756688836428,0.4384560089855625,0.3516693614507749,-0.1692910613612943,0.5052320230736925,1.2913697218769271
2,0.1645569620253164,0.2760962657388071,-0.5761396861213852,0.811525167357928,0.8953955190104803,-0.1541680005421797,0.2489662868141344
6,0.2107713078581647,3610.297131918922,-0.59130257601653,-0.6133262555153725,0.945546374486966,-0.443315551113919,0.8686298306654825
6,0.1616,0.2856603176563024,0.0361159410437934,0.1192358391044172,-0.0598303189236304,0.0366619313570178,0.8143808135674573
6,0.2261061144434667,38414.526825441855,0.2714757132997862,0.1006875410649943,0.1065769856378826,0.6144194883008347,1.0585407331304006
6,0.2577600244249949,1.2621780522138335,-0.517320656043265,0.687500152431211,-0.7766161452497131,-1.6853231773501,1.235949690473221
2,0.1052631578947368,0.0285296085799939,0.2533246886596396,-0.8161933121603493,0.4698644203556834,0.2944295375199884,0.2045600298314298
2,0.1111111111111111,4.838553169280039,0.7456276158541679,0.6939310419066342,0.5801283680599851,0.7113250562551774,0.2044991001799634
6,0.1435796309360895,93.86873506508512,0.7077559298766256,0.2497293440696963,0.4609985503254643,1.912766421834,0.7445580948154247
2,0.1842105263157894,7.641363922649218,0.520687884626674,0.90404855608903,0.9989774890835288,0.6566056409612061,0.2278317291203049
6,0.2505118995669833,0.0567113155304975,0.08487219738851,0.0056056970578606,-0.0122026614256876,0.129845495918388,1.1350568528837266
2,0.3076923076923077,41.49199595669541,0.2982718490325469,-0.9383822157263232,-0.4126642949658736,-0.1318044884763507,0.5352323722756315
4,0.130315500685871,187750.1627663833,-0.7331882530127232,0.6896872112986876,-0.49336181404856,-1.3261985833010677,0.4891051967932888
4,0.16064453125,10499.277673226965,0.5465365514622802,0.4018155912121437,-0.3970893133140636,0.5327338052198213,0.5897652369921004
4,0.3405895078420768,61.05183691285521,-0.898248000733022,-0.3195933105346118,-0.8086684207587345,-1.6121565092367571,1.0504645192393691
4,0.2807363576594346,389437.65035847184,0.4225628987725784,0.5296272616235651,-0.4073799919780057,0.0478355612682311,0.9704902626045712
4,0.1211734693877551,1.923539536450957,0.9543616774331538,-0.8931778218866981,-0.2646770490896013,1.3335865927054311,0.4314412627678551
4,0.1703397612488521,0.0465559257639578,-0.6052113165502842,0.6651508773319439,-0.0854106393534674,-0.8432359355351786,0.5685513035134024
4,0.0,10.463212367828408,0.3251399436169917,0.3990766898417661,0.6622566958962122,0.6502798872339834,0.0
4,0.0676020408163265,5631790.933115723,-0.688135640508698,-0.144659396616116,-0.1909604100225967,-1.262907897342596,0.1769148721276149
6,0.3958147743224274,0.1926082777756635,0.3993060879097714,-0.0895229319048656,0.1461897971896637,0.6049833590650727,1.4339203034568508
2,0.1851851851851851,0.4177421919004415,0.908586439473488,-0.2894688047034357,0.5411651352602889,0.7654838922668996,0.3400578005424496
2,0.4545454545454545,0.1334659094677381,-0.9895661479146718,-0.7753751018749973,0.5042956278553423,-0.232412026553275,0.4757792120130192
2,0.1774193548387097,0.0322353787043788,-0.6392816953220721,-0.629861983520625,0.8219461700846673,-0.187974788351373,0.3087058758254664
2,0.0909090909090909,808481.6013463842,-0.8817050416295813,-0.6463330249656067,0.5535516587767955,-0.620749277919331,0.1818181818181818
4,0.0374196510560146,606802.6050210046,0.252809345823934,0.2889235177271814,-0.4688470042138424,0.3993489500732624,0.1473171848642208
6,0.3418297678652708,6585.657143334616,-0.87997459384796,-0.6636093140552,-0.8688299810808551,-2.555150464024008,1.412919930806747
6,0.2703720388613588,1321014.1932469753,-0.3813644389622372,0.9309311931679308,-0.6287718483845148,-1.280401056197344,1.3288970528687347
2,0.173469387755102,2132.4205445309053,0.2952321300949974,-0.2214765127569344,0.1004433591736135,0.214802499260271,0.1447875620601203
4,0.1923076923076923,7731.134963917174,-0.7710562595954988,-0.578155882274326,0.8143612729844274,-0.9188505642077252,0.3687585925975694
2,0.3181818181818182,5.411940929126708,-0.9333023864729676,0.7340486533763473,0.0517098896320618,-0.3456293104405654,0.3776497664432869
6,0.4999486315443412,78.06120074142697,-0.7717576381386118,0.6825486358012556,0.4943225024247306,0.5481194477694439,1.2657689503941991
6,0.4469439745327878,78.44568262587086,-0.7729982065946359,-0.4013621389510278,0.4620149553445576,-0.4153989650088358,1.3394020937168607
4,0.3214285714285714,16910.32659038429,-0.6497433449007863,0.0670522165752993,0.6150367860647616,-0.3193254807708518,0.573007696186009
4,0.4906371191135734,0.0156349489761034,0.8743091075133471,0.6617019490386014,0.4752052201623367,1.2500513057899596,0.9902345514276653
4,0.2233683792898234,7284.922930596132,-0.0945354195008538,0.922149032031604,-0.2704943704903444,-0.2768323110565935,0.7919784545749612
4,0.2534435261707989,0.3452740936247369,0.4912270087252062,0.2294819585661582,0.5299762678986464,0.9790650616827048,0.7622029313145645
6,0.0393989749169138,73.27215322847962,0.2096438787838555,-0.6056249047352031,0.8956166703354127,0.7802645223198363,0.2264937107266983
4,0.205991124260355,815677.1135284262,0.1600773231537549,-0.3805532848840605,0.1872504069851881,0.2114157806903537,0.3831791510421172
2,0.0649350649350649,8151.185752264745,0.8526291932107799,-0.0479379852523478,0.7128837497046157,0.8186469621688955,0.0788829247137588
2,0.2432432432432432,803752.7802251284,-0.3499979968860356,-0.5472462238642843,0.3746216174096382,-0.1975915097362241,0.2434100362272816
4,0.3963289457794952,3472.90537595177,-0.1476761856275654,-0.7023252559275486,-0.5130200705668575,-0.8334844266016382,1.1189027522143808
2,0.0459770114942528,8.925856689103457,0.3886108792175717,-0.3855863428559105,0.1974410726280258,0.3696696892532098,0.0850006953327663
4,0.356401384083045,374709.5351714293,0.5008361851939209,0.0806189192390731,-0.4082200861942926,-0.1199639047935118,1.1762029079127958
4,0.2596021947873799,18133.92368857816,0.1957670870024244,0.2624416990164453,0.9516254771876276,0.7547048620610178,0.4547312791556758
4,0.4894071025758268,10.52879882191274,0.8996557551909203,0.4406778802535289,0.0422954326925761,0.4942814418312791,1.3629797839427151
4,0.3652,6995.852448411804,0.6199545549671917,-0.4984962931435976,0.1068250068263445,0.4531222821306246,0.6536305267789291
6,0.1383937729142657,1425.3798172928998,0.2354196258591245,0.4346587548325538,0.9036708661749496,1.195299815042553,0.7145584574766731
2,0.1228070175438596,0.2781978821470441,0.5449209173803324,-0.9744754032606268,0.2994606442520358,0.4770634780168435,0.2308952611209818
4,0.1537875323883554,2849640.435356259,-0.9423611089145344,0.5502202424175593,-0.76299609842244,-1.7445378800469782,0.5625013782724765
2,0.4555555555555555,3455.4326601429725,0.7444519433263426,-0.5368762674698222,0.4029948126425156,0.2477757229892531,0.2909021912483391
6,0.01012,131701.66952820856,-0.8127407380233627,0.4717223267830244,-0.2373485115939211,-2.403259105050773,0.0603415844830958
4,0.2598765432098765,4115.12358554618,0.85981730123234,-0.7507409495986399,-0.5985329719501664,0.2903911855634076,0.9067171275254716
2,0.3333333333333333,9223.133126864484,0.7396748074999044,-0.945814559843368,-0.1365277976143724,0.1611171727051999,0.4999666733320008
2,0.2857142857142857,911.3732263042364,-0.9274210001319032,-0.710267307656641,-0.30865506931364,-0.7191338480349125,0.2866451760358834
4,0.275992438563327,1.4664228486333668,-0.5124147912370978,0.9477750509942484,-0.4890013658143066,-0.8331596536037219,0.8693205999017247
2,0.0273972602739726,39.983781152977954,0.6972947825500719,0.5677228079099745,0.635336680496208,0.6938984315053545,0.0543042076516247
2,0.2884615384615384,8435949.627614584,-0.7057373697559834,-0.8403507512350545,0.0181305421625601,-0.5462157491161267,0.2507062323441914
6,0.3047222450526469,0.0807101079492252,-0.976662165415463,0.0006273560980332,-0.24936934992699,-1.7332711840046813,1.2709499827962685
6,0.0329497610377787,6431.038405997893,0.7606053685597571,-0.3998140846781122,0.5365545084763161,2.23419156178522,0.1883487776727761
2,0.3636363636363636,2342549.621573485,0.6941720432629082,0.2474791288046636,-0.0365260820779993,0.2353530715496756,0.58418096020176
4,0.28125,116.29834385831828,-0.5637290043321377,0.2991037741419811,-0.7777562728670093,-1.2467188395207525,0.9367266398360168
6,0.0798835518141452,12763.263208167326,0.2691618735836965,0.3301201981318673,-0.8854965039927605,0.2985408477585914,0.4417660042151438
2,0.2388059701492537,14527.941886813032,0.8352971923662491,-0.6242001480660764,-0.830814283847821,0.0954618840209401,0.4178921113980967
2,0.0754716981132075,0.0301890368486035,0.346881863135281,0.3015957136913776,0.8835188964097902,0.4254326765707126,0.1465609716186977
6,0.4330390683696469,1214841.283082969,0.9011736758234096,-0.4654505659062855,0.2429329238051303,0.9625834397588876,1.3747744628384644
6,0.3313827947200728,21.54278738515308,-0.8778168879373813,0.0945262662808736,-0.3645317066504803,-1.6307552543652712,1.3292970420026384
4,0.4998268698060942,0.1125659602778697,-0.5905193499280008,0.466543634093947,0.053455089975207,-0.0087200563681597,1.001548215943132
6,0.1514316720928291,0.102357564495193,0.2885855749918631,-0.9580159839332842,-0.3515861775160174,0.2864020779736834,0.7723189090651292
4,0.0688705234159779,432.1926672366179,0.7727517251394402,-0.4257227758654089,0.1847880416487004,1.3826170695207227,0.194503798964717
4,0.2163939956147748,3041.226011942935,-0.9019388916616152,0.276632231062067,0.9048752629202044,-0.7700207513228104,0.4302039444432554
4,0.4520987654320987,778065.503067867,-0.1694820415338811,-0.1616404378158387,0.1258745251253958,-0.1483789857217894,0.6296232679330452
2,0.4090909090909091,707241.3635954141,0.2404778935872789,0.9850379557494022,-0.5266454700870644,-0.1799595720478403,0.6363244323082325
4,0.330505540166205,7197.915255018558,-0.9621010652975084,0.240519328052013,-0.7942506135813194,-1.5968325126850385,1.078706368852004
2,0.3235294117647059,3795529.2230372615,0.942385831445896,-0.0998277304978469,0.1235419214529025,0.4301033792742461,0.5880882647000009
6,0.3009994978211919,263.88105530674125,0.1289444752234949,-0.5518695746897673,0.5813588417322102,0.6573166303035419,1.1165910450490948
2,0.2777777777777778,1869408.846261229,-0.8104257233367207,0.0534978789767444,-0.9371709229776892,-0.8187487542645866,0.444422226665778
4,0.3140495867768595,6.62750004265962,-0.4760858669298231,0.7134577564225346,-0.5084761000878564,-0.8395890549386404,1.0118097755428623
2,0.0,255877.9189697245,0.9590425463742456,-0.5521237772046337,-0.4859512174310534,0.9590425463742456,-0.0
6,0.4287797054964281,0.0277882294659087,-0.0860360984831338,0.8683826297813446,-0.083258179781555,0.27004197545527,1.4745141358344604
2,0.1428571428571428,1.606555366567707,-0.2419742825520778,0.6286223763376597,0.2642246218148802,-0.1003926796288066,0.2427434710116394
4,0.0775824652777777,0.3673514930385958,0.703400720476602,-0.1576439810213958,-0.7502939368602224,0.9763186386247368,0.2901552935940593
2,0.2631578947368421,13.531023545880425,-0.962994187170438,-0.8639440215409877,-0.6953161551161671,-0.8705486545391402,0.3042805508809649
4,0.0519965527147371,574899.1334434531,0.3411702663038856,-0.940501106912154,-0.918896344973254,0.4238949975865158,0.2021225746232542
2,0.1919191919191919,418269.6716904774,0.8188610068218118,-0.5870964432585604,-0.5078832739148227,0.3159163675594723,0.3737212153528891
6,0.4275,0.0773263613037906,-0.6601849358082288,-0.1088555308273726,0.4630961662596389,-0.0405191792158015,1.4546151619241905
2,0.0508474576271186,2670.3695327875125,-0.3993939402074593,0.7060039290241924,0.825167507888318,-0.2974672259760889,0.068049700641426
2,0.2666666666666666,0.2228482445826783,-0.5761108491331284,-0.4410410075164344,-0.5849877697018677,-0.571433266745961,0.4101594920253969
2,0.1428571428571428,1733.795371710519,-0.9228978685733732,0.195649908716655,0.2605395536089701,-0.5847728908069895,0.2857142857142857
6,0.1331705484598046,0.0122876799830424,-0.4059735768038766,-0.6479275988330033,-0.2258458893475747,-1.1065337467346663,0.6909571128599239
4,0.4328512396694214,236.73713596433515,0.0936201626525292,-0.5007778590666971,0.1099439724804078,-0.1522688083902545,0.5583730939816366
4,0.0075614366729678,2066.291964783436,-0.0090752241255596,-0.6839456488104889,0.8917352521712996,-0.0038857181897551,0.0197624027632854
2,0.2926829268292683,0.3400958939059543,0.4450194000111374,0.1563030927101831,-0.3221683897127654,0.0952796318520625,0.4258587243649147
4,0.1198347107438016,15.805048737376705,-0.6716218924452215,0.2866084814242804,0.1841963059128535,-1.0142959656926869,0.2635744786468552
6,0.1186666666666666,749891.4114469305,-0.4994415590288146,-0.4754556193326489,-0.2892034167154029,-1.370444126576981,0.601989720574404
6,0.3515201999167013,621301.0352420754,-0.977223970744838,-0.054002326336431,-0.1315233135714835,-1.4384283765400123,1.35293964420233
4,0.2698902606310013,792.0594837942292,-0.876471279114251,0.7543084772462538,-0.9417294784725196,-1.6950537988460777,0.9338286297836134
2,0.0326086956521739,0.0136470218023497,0.8623944558715704,-0.4427531229810493,0.484031656008502,0.8375082360459547,0.0644501534475705
6,0.347288,10.71300130589507,-0.6924063227995656,-0.4593814582420046,0.0225806922942231,-1.133622800018234,1.1710037001014797
2,0.2727272727272727,193.45712586040213,-0.6301142130461002,-0.5526624576778794,0.6353115786021548,-0.329919567630808,0.2274977247727551
2,0.5,57392.22657448733,0.7280594281224453,0.291913274493109,0.8179324976426252,0.6126863808476299,0.3334999666733318
4,0.3102493074792243,0.1020487902112505,0.2955383817122223,-0.5491218958194792,-0.1948130519423412,0.0094656289496977,0.8453323661359585
4,0.4925619834710744,282.0056027340191,-0.6797350371080277,-0.3959580937783975,0.4363820533271041,-0.4988894035353058,0.5963951287681574
4,0.3313148788927336,20176.68512750693,-0.3428734950948637,0.0141583156726186,0.7122504879357301,0.0303307415131276,0.5469922553068924
4,0.1909722222222222,22839.43379093009,-0.7553606964128701,-0.4784948908983126,-0.8618992736827251,-1.5681194142636086,0.6659770259489766
2,0.5,8914.770045967402,0.4730161015721881,-0.3255717893839902,0.6507301655072766,0.2022940680061278,0.2228251771457862
4,0.0816326530612244,3.977066726350591,0.7956332803436461,0.392787267655095,-0.4785311247718891,1.1972325111547288,0.3060041053013884
2,0.4375,62.75511177618801,0.4687185107255383,0.1880290628127963,-0.2999321795550163,-0.0860193898432499,0.6874616671777708
2,0.1818181818181818,43.77758384193606,-0.5690935448180217,-0.9814374492932688,0.603394385738734,-0.2680482149929644,0.2727409084091249
2,0.0163934426229508,2563925.120435347,-0.1284445209921692,-0.0595436381425074,0.7063398332909232,-0.1010745421632153,0.0327868852459016
6,0.066,45.852064988289904,-0.9326162917987192,0.1348439544595332,0.7836736591586853,-2.286319801567496,0.2538323541911448
6,0.3159132249317886,6356.224334730236,-0.9962886152230483,-0.5171225850941357,-0.0803229111971199,-1.6578046731904528,1.2965094009987028
4,0.2222222222222222,2.7069985756096884,-0.6573574317878497,0.7586715842798706,0.1561333304102956,-0.6056851618699703,0.7554636157081047
4,0.4182034503271862,6049.391853622984,-0.5934022148803748,-0.2003203937505935,0.1136100604257082,-0.565962924377027,0.5721479750721417
4,0.2495061728395061,20171.29157644269,-0.1662059474410666,0.145195965350608,0.2234031529805913,-0.0638276924437664,0.4839113403198445
2,0.1025641025641025,2464945.8583550453,0.662105796333669,0.6677101620760761,0.2495301916370751,0.5828098430379486,0.1922846199990771
6,0.1621226778275719,2.070811441563965,-0.9021138281105976,0.3382389720245342,-0.9871952280579492,-2.688393344645456,0.8299373825114549
4,0.3827,5460.177563395567,0.0307546174961674,-0.0294130436907011,-0.7689644640638995,-0.916136079818521,1.210434404827977
2,0.0933333333333333,111870.87177840882,-0.86593702238447,0.5864374224969844,0.2979058972323811,-0.6887418397803434,0.0951438189514389
4,0.1836734693877551,4935769.168997607,0.3691976479950658,0.5610895763758945,-0.2504445415156129,0.3269886974579464,0.6734285755097962
2,0.032258064516129,7990754.503791247,-0.9028045090895758,-0.2047695853782634,0.1872795480131841,-0.8443240298123871,0.0485290038766438
6,0.4223090277777778,593.5815220337572,-0.1016233578885124,0.4179161926801766,0.0189346987191336,0.0914720433361846,1.8811391236735848
6,0.4211808180062148,318.33297751382673,-0.1926760695211684,0.7043240853050055,0.1450363780205279,0.3926565725851938,1.468692812765798
6,0.43873420292799,4287976.693320191,0.0142116111542993,-0.2873173398185189,0.7135862308528504,0.6745287894325809,1.2101162664918694
6,0.2518998680446529,2486.430923091835,-0.0364068991600741,0.0531148474076614,0.726251641289207,0.6465642167614943,0.9585396321402768
4,0.1162998215348007,22.757013294772264,0.6770014972358789,0.4417866255863087,0.5099616123773458,1.278193200757897,0.4268228448302072
4,0.468099173553719,0.2346006796401571,-0.7250566359894612,-0.1404656871243885,0.5304524735533311,0.0218301076410767,0.9599638811723292
2,0.1,0.0256476182627032,-0.0350124874166959,0.2947450213618443,-0.1431825917777889,-0.055215944208527,0.1947607761961187
6,0.1940516110220148,813456.1006560484,-0.7888136345640255,-0.4997684044561401,0.0963378096219795,-1.7332959758921156,0.6276772275564176
6,0.0930042651981427,150.6208288073987,-0.6565374742324479,0.966696650182759,0.0906475102378558,-1.5493703483337935,0.5069061520408322
4,0.3543975069252078,54.97717231483849,0.7849169022367115,0.741994558319522,-0.1572074396488667,0.4682445654221833,1.1634722998476368
2,0.453125,26.527501128246776,0.910843330493852,0.4155611051323853,0.0099128971487545,0.2274509207625834,0.702548835327058
6,0.0898929206807425,3.02692430435988,-0.4242991767193356,-0.2654376870442176,-0.7080438721058071,-1.4089895942265591,0.4926919998498363
6,0.0524781341107871,51457.75807442857,-0.6068743101608669,-0.7101190436597495,0.3163780362726298,-1.631352483778333,0.210821674659707
6,0.19450835837716,4.873522958996146,-0.6574242970921673,0.0742311504818793,-0.7083479860737232,-1.9416337212484829,0.9509269023355348
4,0.4798154555940023,4.266369366571074,-0.2800350358406527,-0.604099580254684,-0.94392167571276,-1.5396914154202574,1.332336695225098
2,0.3645833333333333,120698.87138892247,0.3025278360525327,-0.7855175538189876,-0.2284902504575563,-0.090515277245838,0.279908601613008
6,0.0767277685606238,0.7024249213187301,0.0129195870982805,-0.0277452200290428,-0.5795054361467409,-0.2152232276513071,0.4275909543334317
4,0.44829418641726,7988.148293296375,0.6573191297210113,-0.6319629287076649,0.9342686935107698,0.7494653780301249,0.6410464971801026
6,0.3232508692678886,15.567014191044406,-0.3085796490108554,0.690458560227452,-0.2846948982336796,-0.5818618594422073,1.313914388365693
6,0.0287407407407407,0.0145234338336372,-0.1433037405159161,-0.2767258507829804,-0.6496712296463338,-0.5155087640235972,0.1685261169988225
6,0.02286951303155,32.12543725657827,-0.3692537297895677,-0.7036269581575829,0.0004825579558944,-1.0613590343196129,0.1291489215874244
4,0.1903496652141566,0.7700604636333571,0.0140870269748285,-0.4205528888291983,-0.388054243674174,-0.2517951242433754,0.6195284059353501
2,0.0909090909090909,253.0114502060705,0.0013793332016691,0.5250829023729282,0.2245177363723689,0.0437100029846594,0.1363545472723632
