d,L,x,T,w_AA,w_BB,w_AB,U,z,N,beta,x_actual,U_hat,m_AB_hat,m_AB_hat_fixed
1,27,0.1684835074647792,27780.21265472274,0.908586439473488,-0.2894688047034357,0.5411651352602889,20.66806509120629,2,27,0.4177421919004415,0.1851851851851851,0.7654838922668996,86.2728655992417,86.2728655992417
1,22,0.4568260154746226,86950.79494175593,-0.9895661479146718,-0.7753751018749973,0.5042956278553423,-5.113064584172051,2,22,0.1334659094677381,0.4545454545454545,-0.232412026553275,-3.0436693958108805,-3.0436693958108805
1,62,0.176617509617428,360007.15339099965,-0.6392816953220721,-0.629861983520625,0.8219461700846673,-11.65443687778513,2,62,0.0322353787043788,0.1774193548387097,-0.187974788351373,-7.56381064274656,-7.56381064274656
1,11,0.0482649172060747,0.0143540272363876,-0.8817050416295813,-0.6463330249656067,0.5535516587767955,-6.828242057112641,2,11,808481.6013463842,0.0909090909090909,-0.620749277919331,-4.529498498594771,-4.529498498594771
2,66,0.0374787837226691,0.0191247809910812,0.252809345823934,0.2889235177271814,-0.4688470042138424,1739.564026519131,4,4356,606802.6050210046,0.0374196510560146,0.3993489500732624,-2350.9856931853565,-2350.9856931853565
3,26,0.3418038682413611,1.7621577730613749,-0.87997459384796,-0.6636093140552,-0.8688299810808551,-44909.32455568596,6,17576,6585.657143334616,0.3418297678652708,-2.555150464024008,462776.3758259331,462776.3758259331
3,49,0.2703707803078123,0.0087848919301313,-0.3813644389622372,0.9309311931679308,-0.6287718483845148,-150637.90386056132,6,117649,1321014.1932469753,0.2703720388613588,-1.280401056197344,166716.7871339906,166716.7871339906
1,98,0.1701441073481442,5.442156780756934,0.2952321300949974,-0.2214765127569344,0.1004433591736135,21.05064492750656,2,98,2132.4205445309053,0.173469387755102,0.214802499260271,327.9299205916936,327.9299205916936
2,26,0.1928690017415028,1.5010689866374178,-0.7710562595954988,-0.578155882274326,0.8143612729844274,-621.1429814044222,4,676,7731.134963917174,0.1923076923076923,-0.9188505642077252,-416.1777381274898,-416.1777381274898
1,66,0.3191067223364941,2144.3262367087377,-0.9333023864729676,0.7340486533763473,0.0517098896320618,-22.81153448907732,2,66,5.411940929126708,0.3181818181818182,-0.3456293104405654,-148.0721105274841,-148.0721105274841
3,46,0.499952648654345,148.66498101002847,-0.7717576381386118,0.6825486358012556,0.4943225024247306,53351.75456808659,6,97336,78.06120074142697,0.4999486315443412,0.5481194477694439,98996.50277305018,98996.50277305018
3,63,0.4469445326943102,147.93633680506747,-0.7729982065946359,-0.4013621389510278,0.4620149553445576,-103869.26500356436,6,250047,78.44568262587086,0.4469439745327878,-0.4153989650088358,-98997.26135482664,-98997.26135482664
2,14,0.3193664655939072,0.6862650974726405,-0.6497433449007863,0.0670522165752993,0.6150367860647616,-62.58779423108696,4,196,16910.32659038429,0.3214285714285714,-0.3193254807708518,-68.12699372670855,-68.12699372670855
2,95,0.4906819693686178,742245.270104901,0.8743091075133471,0.6617019490386014,0.4752052201623367,11281.713034754386,4,9025,0.0156349489761034,0.4906371191135734,1.2500513057899596,-38525.1406159345,-38525.1406159345
2,71,0.223372674927749,1.5930116263967968,-0.0945354195008538,0.922149032031604,-0.2704943704903444,-1395.5116800362882,4,5041,7284.922930596132,0.2233683792898234,-0.2768323110565935,2039.7112366970605,2039.7112366970605
2,33,0.2530650856228261,33610.88231095955,0.4912270087252062,0.2294819585661582,0.5299762678986464,1066.2018521724654,4,1089,0.3452740936247369,0.2534435261707989,0.9790650616827048,6280.750305887304,6280.750305887304
3,98,0.0393992446640842,158.38168273364747,0.2096438787838555,-0.6056249047352031,0.8956166703354127,734378.7262912514,6,941192,73.27215322847962,0.0393989749169138,0.7802645223198363,671519.175192705,671519.175192705
2,52,0.2059880454769778,0.0142274028943192,0.1600773231537549,-0.3805532848840605,0.1872504069851881,571.6682709867165,4,2704,815677.1135284262,0.205991124260355,0.2114157806903537,1921.321536898007,1921.321536898007
1,77,0.0628712736118613,1.4237151843362066,0.8526291932107799,-0.0479379852523478,0.7128837497046157,63.03581608700495,2,77,8151.185752264745,0.0649350649350649,0.8186469621688955,200.43162535350703,200.43162535350703
1,37,0.2499157151698863,0.0144384781133743,-0.3499979968860356,-0.5472462238642843,0.3746216174096382,-7.310885860240293,2,37,803752.7802251284,0.2432432432432432,-0.1975915097362241,-8.397159105604718,-8.397159105604718
2,91,0.3962964958392257,3.3415730259174863,-0.1476761856275654,-0.7023252559275486,-0.5130200705668575,-6902.084536688166,4,8281,3472.90537595177,0.3963289457794952,-0.8334844266016382,78407.186077546,78407.186077546
1,87,0.0421480410071948,1300.1516078575876,0.3886108792175717,-0.3855863428559105,0.1974410726280258,32.16126296502925,2,87,8.925856689103457,0.0459770114942528,0.3696696892532098,162.34594729516874,162.34594729516874
2,17,0.3567414704510078,0.0309705674304098,0.5008361851939209,0.0806189192390731,-0.4082200861942926,-34.66956848532491,4,289,374709.5351714293,0.356401384083045,-0.1199639047935118,50.60709398165257,50.60709398165257
2,54,0.2597018073160525,0.6399589589733287,0.1957670870024244,0.2624416990164453,0.9516254771876276,2200.719377769928,4,2916,18133.92368857816,0.2596021947873799,0.7547048620610178,3045.2996791745413,3045.2996791745413
2,81,0.4894190562419609,1102.211859314073,0.8996557551909203,0.4406778802535289,0.0422954326925761,3242.980539855022,4,6561,10.52879882191274,0.4894071025758268,0.4942814418312791,-5162.889342783804,-5162.889342783804
2,50,0.3650275862509986,1.658835290112332,0.6199545549671917,-0.4984962931435976,0.1068250068263445,1132.8057053265616,4,2500,6995.852448411804,0.3652,0.4531222821306246,24565.81397466658,24565.81397466658
3,93,0.1383933074248233,8.141666372044307,0.2354196258591245,0.4346587548325538,0.9036708661749496,961447.7733281828,6,804357,1425.3798172928998,0.1383937729142657,1.195299815042553,1690807.9961375247,1690807.9961375247
1,57,0.1259446889410118,41714.79249331721,0.5449209173803324,-0.9744754032606268,0.2994606442520358,27.19261824696008,2,57,0.2781978821470441,0.1228070175438596,0.4770634780168435,52.182638674688256,52.182638674688256
2,81,0.1537568693033474,0.0040724320099681,-0.9423611089145344,0.5502202424175593,-0.76299609842244,-11445.913030988224,4,6561,2849640.435356259,0.1537875323883554,-1.7445378800469782,20186.92765667021,20186.92765667021
1,90,0.4531439363655376,3.358469999922989,0.7444519433263426,-0.5368762674698222,0.4029948126425156,22.299815069032785,2,90,3455.4326601429725,0.4555555555555555,0.2477757229892531,73.99252417751177,73.99252417751177
3,50,0.0101200787574752,0.0881155642704943,-0.8127407380233627,0.4717223267830244,-0.2373485115939211,-300407.38813134667,6,125000,131701.66952820856,0.01012,-2.403259105050773,4494436.088600342,4494436.088600342
2,90,0.2599090148923565,2.8200773766807763,0.85981730123234,-0.7507409495986399,-0.5985329719501664,2352.168603063602,4,8100,4115.12358554618,0.2598765432098765,0.2903911855634076,-3600.3520736176947,-3600.3520736176947
1,12,0.3025877125303705,1.2582456271873754,0.7396748074999044,-0.945814559843368,-0.1365277976143724,1.933406072462399,2,12,9223.133126864484,0.3333333333333333,0.1611171727051999,-52.47071480775062,-52.47071480775062
1,28,0.2739036293631277,12.733495554729265,-0.9274210001319032,-0.710267307656641,-0.30865506931364,-20.13574774497755,2,28,911.3732263042364,0.2857142857142857,-0.7191338480349125,-37.77103673792119,-37.77103673792119
2,69,0.276041908679865,7913.793034975904,-0.5124147912370978,0.9477750509942484,-0.4890013658143066,-3966.67311080732,4,4761,1.4664228486333668,0.275992438563327,-0.8331596536037219,5612.789224156055,5612.789224156055
1,73,0.0228126195917719,290.2418578534045,0.6972947825500719,0.5677228079099745,0.635336680496208,50.65458549989088,2,73,39.983781152977954,0.0273972602739726,0.6938984315053545,17667.209215266244,17667.209215266244
1,52,0.2920031223973879,0.0013756562613717,-0.7057373697559834,-0.8403507512350545,0.0181305421625601,-28.403218954038586,2,52,8435949.627614584,0.2884615384615384,-0.5462157491161267,-34.958972024936,-34.958972024936
3,69,0.3047231204016618,143785.79363498,-0.976662165415463,0.0006273560980332,-0.24936934992699,-569395.1833861938,6,328509,0.0807101079492252,0.3047222450526469,-1.7332711840046813,-2385911.5359031498,-2385911.5359031498
3,52,0.032952728148223,1.8045245873544955,0.7606053685597571,-0.3998140846781122,0.5365545084763161,314145.20711949625,6,140608,6431.038405997893,0.0329497610377787,2.23419156178522,882030.6597048178,882030.6597048178
1,77,0.3652294869089209,0.0049539897976843,0.6941720432629082,0.2474791288046636,-0.0365260820779993,18.122186509325022,2,77,2342549.621573485,0.3636363636363636,0.2353530715496756,-34.67111543873376,-34.67111543873376
2,8,0.2839110085541343,99.78617528708868,-0.5637290043321377,0.2991037741419811,-0.7777562728670093,-79.79000572932816,4,64,116.29834385831828,0.28125,-1.2467188395207525,122.62556182173016,122.62556182173016
3,94,0.0798829956864551,0.9092476380505998,0.2691618735836965,0.3301201981318673,-0.8854965039927605,247963.25149472192,6,830584,12763.263208167326,0.0798835518141452,0.2985408477585914,-209226.7108775149,-209226.7108775149
1,67,0.2437971712443529,0.798803231473417,0.8352971923662491,-0.6242001480660764,-0.830814283847821,6.395946229402993,2,67,14527.941886813032,0.2388059701492537,0.0954618840209401,-6.310786457447293,-6.310786457447293
1,53,0.0820100007383593,384409.9758479405,0.346881863135281,0.3015957136913776,0.8835188964097902,22.54793185824777,2,53,0.0301890368486035,0.0754716981132075,0.4254326765707126,39.70187299751512,39.70187299751512
3,22,0.4329993596323876,0.0095526609833292,0.9011736758234096,-0.4654505659062855,0.2429329238051303,10249.588466552636,6,10648,1214841.283082969,0.4330390683696469,0.9625834397588876,408779.4493116935,408779.4493116935
3,65,0.3313827613661501,538.6938430187641,-0.8778168879373813,0.0945262662808736,-0.3645317066504803,-447846.1617300626,6,274625,21.54278738515308,0.3313827947200728,-1.6307552543652712,-16517335.430451388,-16517335.430451388
2,76,0.4998826468386985,103094.815672494,-0.5905193499280008,0.466543634093947,0.053455089975207,-50.36704558249068,4,5776,0.1125659602778697,0.4998268698060942,-0.0087200563681597,-435.2167435512773,-435.2167435512773
3,33,0.1514338986451917,113376.7395021328,0.2885855749918631,-0.9580159839332842,-0.3515861775160174,10292.431476140262,6,35937,0.102357564495193,0.1514316720928291,0.2864020779736834,-610049.69995811,-610049.69995811
2,33,0.0689507123108776,26.851373948671707,0.7727517251394402,-0.4257227758654089,0.1847880416487004,1505.669988708067,4,1089,432.1926672366179,0.0688705234159779,1.3826170695207227,133435.1020250292,133435.1020250292
2,77,0.2163431879892293,3.815884409863457,-0.9019388916616152,0.276632231062067,0.9048752629202044,-4565.453034592943,4,5929,3041.226011942935,0.2163939956147748,-0.7700207513228104,-3748.708041564416,-3748.708041564416
2,90,0.4521421692532323,0.0149151541612969,-0.1694820415338811,-0.1616404378158387,0.1258745251253958,-1201.8697843464947,4,8100,778065.503067867,0.4520987654320987,-0.1483789857217894,-4122.822438919456,-4122.822438919456
1,22,0.4273667155247509,0.0164087785630183,0.2404778935872789,0.9850379557494022,-0.5266454700870644,-3.9591105850524886,2,22,707241.3635954141,0.4090909090909091,-0.1799595720478403,3.9531049776355673,3.9531049776355673
2,76,0.3304277378069125,1.612267790698564,-0.9621010652975084,0.240519328052013,-0.7942506135813194,-9223.304593268782,4,5776,7197.915255018558,0.330505540166205,-1.5968325126850385,21275.73654486657,21275.73654486657
1,34,0.321145856476151,0.0030575359176283,0.942385831445896,-0.0998277304978469,0.1235419214529025,14.623514895324366,2,34,3795529.2230372615,0.3235294117647059,0.4301033792742461,-47.082860812810615,-47.082860812810615
3,57,0.3010017304127002,43.97802226595762,0.1289444752234949,-0.5518695746897673,0.5813588417322102,121730.43871580384,6,185193,263.88105530674125,0.3009994978211919,0.6573166303035419,153541.097612728,153541.097612728
1,18,0.2652529536914128,0.0062078271155365,-0.8104257233367207,0.0534978789767444,-0.9371709229776892,-14.73747757676256,2,18,1869408.846261229,0.2777777777777778,-0.8187487542645866,25.35681602632343,25.35681602632343
2,11,0.3146694065630907,1751.0323426851585,-0.4760858669298231,0.7134577564225346,-0.5084761000878564,-101.5902756475755,4,121,6.62750004265962,0.3140495867768595,-0.8395890549386404,161.65719229270383,161.65719229270383
1,86,0.0016823559970259,0.0453535302013198,0.9590425463742456,-0.5521237772046337,-0.4859512174310534,82.47765898818511,2,86,255877.9189697245,0.0,0.9590425463742456,-118.24392633859668,-118.24392633859668
3,19,0.4288004360039855,417621.6746763774,-0.0860360984831338,0.8683826297813446,-0.083258179781555,1852.2179096476973,6,6859,0.0277882294659087,0.4287797054964281,0.27004197545527,-3902.035435528558,-3902.035435528558
1,42,0.1366421464081419,7223.508860847703,-0.2419742825520778,0.6286223763376597,0.2642246218148802,-4.21649254440988,2,42,1.606555366567707,0.1428571428571428,-0.1003926796288066,-57.81179091469885,-57.81179091469885
2,96,0.0776161128561552,31590.907198585923,0.703400720476602,-0.1576439810213958,-0.7502939368602224,8997.752573565574,4,9216,0.3673514930385958,0.0775824652777777,0.9763186386247368,-8792.73150586754,-8792.73150586754
1,19,0.2891570412228066,857.656250947656,-0.962994187170438,-0.8639440215409877,-0.6953161551161671,-16.540424436243665,2,19,13.531023545880425,0.2631578947368421,-0.8705486545391402,-71.52548767516308,-71.52548767516308
2,59,0.0519684491554098,0.020186092221664,0.3411702663038856,-0.940501106912154,-0.918896344973254,1475.5784865986616,4,3481,574899.1334434531,0.0519965527147371,0.4238949975865158,-2382.034508112564,-2382.034508112564
1,99,0.1914573608290526,0.0277451790347162,0.8188610068218118,-0.5870964432585604,-0.5078832739148227,31.27572038838776,2,99,418269.6716904774,0.1919191919191919,0.3159163675594723,-49.25999731574004,-49.25999731574004
3,20,0.4275082518015941,150077.75783283066,-0.6601849358082288,-0.1088555308273726,0.4630961662596389,-324.1534337264126,6,8000,0.0773263613037906,0.4275,-0.0405191792158015,-380.926984237021,-380.926984237021
1,59,0.0529400806614909,4.345828089841263,-0.3993939402074593,0.7060039290241924,0.825167507888318,-17.550566332589245,2,59,2670.3695327875125,0.0508474576271186,-0.2974672259760889,-25.61145877089051,-25.61145877089051
1,15,0.2372575636994636,52075.64882360441,-0.5761108491331284,-0.4410410075164344,-0.5849877697018677,-8.571499001189414,2,15,0.2228482445826783,0.2666666666666666,-0.571433266745961,105.10683464429358,105.10683464429358
1,7,0.0947406133405249,6.693389032637164,-0.9228978685733732,0.195649908716655,0.2605395536089701,-4.093410235648927,2,7,1733.795371710519,0.1428571428571428,-0.5847728908069895,-5.335628769938767,-5.335628769938767
3,22,0.1331447481543493,944439.2222013924,-0.4059735768038766,-0.6479275988330033,-0.2258458893475747,-11782.37133523073,6,10648,0.0122876799830424,0.1331705484598046,-1.1065337467346663,-39126.11397590265,-39126.11397590265
2,44,0.4330193478539767,49.020475298782735,0.0936201626525292,-0.5007778590666971,0.1099439724804078,-294.79241304353286,4,1936,236.73713596433515,0.4328512396694214,-0.1522688083902545,-939.214188243202,-939.214188243202
2,69,0.0075596294870298,5.616324858070363,-0.0090752241255596,-0.6839456488104889,0.8917352521712996,-18.49990430142425,4,4761,2066.291964783436,0.0075614366729678,-0.0038857181897551,-14.917514385625369,-14.917514385625369
1,82,0.298708904260461,34122.63168650118,0.4450194000111374,0.1563030927101831,-0.3221683897127654,7.812929811869129,2,82,0.3400958939059543,0.2926829268292683,0.0952796318520625,-11.965411268296815,-11.965411268296815
2,22,0.1201475057744875,734.2569528684942,-0.6716218924452215,0.2866084814242804,0.1841963059128535,-490.9192473952603,4,484,15.805048737376705,0.1198347107438016,-1.0142959656926869,-1300.2435533473945,-1300.2435533473945
3,30,0.118672316741071,0.0154755298549856,-0.4994415590288146,-0.4754556193326489,-0.2892034167154029,-37001.99141757849,6,27000,749891.4114469305,0.1186666666666666,-1.370444126576981,-186640.1142169904,-186640.1142169904
3,49,0.3515208796291221,0.0186784928200267,-0.977223970744838,-0.054002326336431,-0.1315233135714835,-169229.6600715559,6,117649,621301.0352420754,0.3515201999167013,-1.4384283765400123,-440594.065725292,-440594.065725292
2,54,0.2697197225435908,14.651635594655843,-0.876471279114251,0.7543084772462538,-0.9417294784725196,-4942.7768774351625,4,2916,792.0594837942292,0.2698902606310013,-1.6950537988460777,5611.667502683805,5611.667502683805
1,92,0.0273309557409622,850366.2626116822,0.8623944558715704,-0.4427531229810493,0.484031656008502,77.05075771622784,2,92,0.0136470218023497,0.0326086956521739,0.8375082360459547,278.0009748768842,278.0009748768842
3,50,0.3472905520350205,1083.2601055932262,-0.6924063227995656,-0.4593814582420046,0.0225806922942231,-141702.85000227924,6,125000,10.71300130589507,0.347288,-1.133622800018234,-236770.31511851007,-236770.31511851007
1,44,0.2736250250930941,59.98728076947839,-0.6301142130461002,-0.5526624576778794,0.6353115786021548,-14.516460975755551,2,44,193.45712586040213,0.2727272727272727,-0.329919567630808,-11.337304103801763,-11.337304103801763
1,12,0.4696287368160812,0.2022045077965844,0.7280594281224453,0.291913274493109,0.8179324976426252,7.352236570171559,2,12,57392.22657448733,0.5,0.6126863808476299,22.21898309265997,22.21898309265997
2,19,0.3114826073460768,113719.78934606572,0.2955383817122223,-0.5491218958194792,-0.1948130519423412,3.4170920508408984,4,361,0.1020487902112505,0.3102493074792243,0.0094656289496977,-49.25113268155682,-49.25113268155682
2,55,0.4926088363845359,41.15154739244592,-0.6797350371080277,-0.3959580937783975,0.4363820533271041,-1509.1404456943003,4,3025,282.0056027340191,0.4925619834710744,-0.4988894035353058,-1547.9534290336455,-1547.9534290336455
2,68,0.3313837676994911,0.5751671720357661,-0.3428734950948637,0.0141583156726186,0.7122504879357301,140.24934875670212,4,4624,20176.68512750693,0.3313148788927336,0.0303307415131276,160.50333031642745,160.50333031642745
2,96,0.1909197469815272,0.5081109729809844,-0.7553606964128701,-0.4784948908983126,-0.8618992736827251,-14451.788521853416,4,9216,22839.43379093009,0.1909722222222222,-1.5681194142636086,58988.02401902579,58988.02401902579
1,36,0.4909629708079737,1.3017685106856762,0.4730161015721881,-0.3255717893839902,0.6507301655072766,7.2825864482206,2,36,8914.770045967402,0.5,0.2022940680061278,12.493525522215856,12.493525522215856
2,7,0.0832664353920761,2917.971390561288,0.7956332803436461,0.392787267655095,-0.4785311247718891,58.66439304658171,4,49,3.977066726350591,0.0816326530612244,1.1972325111547288,-53.26437231650079,-53.26437231650079
1,16,0.4585327627807507,184.9246475288358,0.4687185107255383,0.1880290628127963,-0.2999321795550163,-1.3763102374919995,2,16,62.75511177618801,0.4375,-0.0860193898432499,2.741064397066548,2.741064397066548
1,11,0.2036898334325138,265.0892513334065,-0.5690935448180217,-0.9814374492932688,0.603394385738734,-2.948530364922608,2,11,43.77758384193606,0.1818181818181818,-0.2680482149929644,-1.671525537131182,-1.671525537131182
1,61,0.023597474545357,0.0045262503313177,-0.1284445209921692,-0.0595436381425074,0.7063398332909232,-6.165547071956135,2,61,2563925.120435347,0.0163934426229508,-0.1010745421632153,-7.54464102623001,-7.54464102623001
3,10,0.0659636355909575,253.0958404775889,-0.9326162917987192,0.1348439544595332,0.7836736591586853,-2286.319801567496,6,1000,45.852064988289904,0.066,-2.286319801567496,-1931.1778195736956,-1931.1778195736956
3,98,0.3159127951832614,1.8257642138958248,-0.9962886152230483,-0.5171225850941357,-0.0803229111971199,-1560312.4959694687,6,941192,6356.224334730236,0.3159132249317886,-1.6578046731904528,-2306844.907021502,-2306844.907021502
2,6,0.2288171852540615,4287.023654318145,-0.6573574317878497,0.7586715842798706,0.1561333304102956,-21.80466582731893,4,36,2.7069985756096884,0.2222222222222222,-0.6056851618699703,-200.22797889856972,-200.22797889856972
2,41,0.4179062315472779,1.9183691859693368,-0.5934022148803748,-0.2003203937505935,0.1136100604257082,-951.3836758777824,4,1681,6049.391853622984,0.4182034503271862,-0.565962924377027,-1862.0547859283945,-1862.0547859283945
2,90,0.249474462811634,0.5753209645433549,-0.1662059474410666,0.145195965350608,0.2234031529805913,-517.0043087945081,4,8100,20171.29157644269,0.2495061728395061,-0.0638276924437664,-2209.530978286612,-2209.530978286612
1,78,0.0972286884503825,0.0047080007402632,0.662105796333669,0.6677101620760761,0.2495301916370751,45.45916775695999,2,78,2464945.8583550453,0.1025641025641025,0.5828098430379486,-107.84516768743174,-107.84516768743174
3,37,0.1621196747385247,5604.067416722257,-0.9021138281105976,0.3382389720245342,-0.9871952280579492,-136175.1880863263,6,50653,2.070811441563965,0.1621226778275719,-2.688393344645456,193082.70679163543,193082.70679163543
2,100,0.3827123398293793,2.125382698841644,0.0307546174961674,-0.0294130436907011,-0.7689644640638995,-9161.36079818521,4,10000,5460.177563395567,0.3827,-0.916136079818521,11903.529943029493,11903.529943029493
1,75,0.0929077323456947,0.1037353758074855,-0.86593702238447,0.5864374224969844,0.2979058972323811,-51.65563798352576,2,75,111870.87177840882,0.0933333333333333,-0.6887418397803434,-116.3591751185101,-116.3591751185101
2,7,0.180133293322001,0.0023511972558881,0.3691976479950658,0.5610895763758945,-0.2504445415156129,16.022446175439374,4,49,4935769.168997607,0.1836734693877551,0.3269886974579464,-21.26021774996801,-21.26021774996801
1,62,0.0384072181098299,0.0014522992691539,-0.9028045090895758,-0.2047695853782634,0.1872795480131841,-52.348089848368,2,62,7990754.503791247,0.032258064516129,-0.8443240298123871,-69.45098176732742,-69.45098176732742
3,24,0.4222800529270442,19.550755027014272,-0.1016233578885124,0.4179161926801766,0.0189346987191336,1264.509527079417,6,13824,593.5815220337572,0.4223090277777778,0.0914720433361846,-9080.817264827008,-9080.817264827008
3,63,0.4211805360054982,36.45543423266665,-0.1926760695211684,0.7043240853050055,0.1450363780205279,98182.59800520996,6,250047,318.33297751382673,0.4211808180062148,0.3926565725851938,-886218.4591331872,-886218.4591331872
3,41,0.4387285697514504,0.0027063969223346,0.0142116111542993,-0.2873173398185189,0.7135862308528504,46489.198696482905,6,68921,4287976.693320191,0.43873420292799,0.6745287894325809,54684.64301683108,54684.64301683108
3,47,0.2519034620728473,4.667319255913082,-0.0364068991600741,0.0531148474076614,0.726251641289207,67128.23667682863,6,103823,2486.430923091835,0.2518998680446529,0.6465642167614943,93506.75077553972,93506.75077553972
2,82,0.1162550933924529,509.95123022185663,0.6770014972358789,0.4417866255863087,0.5099616123773458,8594.571081896102,4,6724,22.757013294772264,0.1162998215348007,1.278193200757897,-173838.68203515696,-173838.68203515696
2,55,0.4681303033544198,49466.89388813608,-0.7250566359894612,-0.1404656871243885,0.5304524735533311,66.0360756142572,4,3025,0.2346006796401571,0.468099173553719,0.0218301076410767,69.49537814475849,69.49537814475849
1,20,0.085534116579655,452477.3726346431,-0.0350124874166959,0.2947450213618443,-0.1431825917777889,-1.1043188841705418,2,20,0.0256476182627032,0.1,-0.055215944208527,4.036941053979901,4.036941053979901
3,19,0.1941143277993547,0.0142662485615203,-0.7888136345640255,-0.4997684044561401,0.0963378096219795,-11888.67709864402,6,6859,813456.1006560484,0.1940516110220148,-1.7332959758921156,-16049.171270780384,-16049.171270780384
3,84,0.0930045327129391,77.04755721855521,-0.6565374742324479,0.966696650182759,0.0906475102378558,-918318.0029388329,6,592704,150.6208288073987,0.0930042651981427,-1.5493703483337935,14252473.588910632,14252473.588910632
2,76,0.3544132998932559,211.0870100663953,0.7849169022367115,0.741994558319522,-0.1572074396488667,2704.5806098785306,4,5776,54.97717231483849,0.3543975069252078,0.4682445654221833,-2935.971903200802,-2935.971903200802
1,64,0.4592885157833612,437.4692840362248,0.910843330493852,0.4155611051323853,0.0099128971487545,14.55685892880534,2,64,26.527501128246776,0.453125,0.2274509207625834,-21.23169615350948,-21.23169615350948
3,62,0.0898947889299874,3833.913821078663,-0.4242991767193356,-0.2654376870442176,-0.7080438721058071,-335801.6720128274,6,238328,3.02692430435988,0.0898929206807425,-1.4089895942265591,924623.2117175196,924623.2117175196
3,7,0.0512857608993783,0.2255241456314288,-0.6068743101608669,-0.7101190436597495,0.3163780362726298,-559.5539019359683,6,343,51457.75807442857,0.0524781341107871,-1.631352483778333,-572.0909745536871,-572.0909745536871
3,44,0.1945128681488493,2381.2275069767325,-0.6574242970921673,0.0742311504818793,-0.7083479860737232,-165396.12691083076,6,85184,4.873522958996146,0.19450835837716,-1.9416337212484829,396866.27689750056,396866.27689750056
2,51,0.4799030332596996,2720.1036592786377,-0.2800350358406527,-0.604099580254684,-0.94392167571276,-4004.73737150809,4,2601,4.266369366571074,0.4798154555940023,-1.5396914154202574,7978.143814331244,7978.143814331244
1,96,0.3625151669532402,0.0961480980915729,0.3025278360525327,-0.7855175538189876,-0.2284902504575563,-8.689466615600448,2,96,120698.87138892247,0.3645833333333333,-0.090515277245838,-660.9434867433981,-660.9434867433981
3,53,0.0767255784904202,16521.291562459282,0.0129195870982805,-0.0277452200290428,-0.5795054361467409,-32041.78846304365,6,148877,0.7024249213187301,0.0767277685606238,-0.2152232276513071,56008.09512154107,56008.09512154107
2,97,0.4482451403532663,1.4527730958103402,0.6573191297210113,-0.6319629287076649,0.9342686935107698,7051.719741885446,4,9409,7988.148293296375,0.44829418641726,0.7494653780301249,7651.511541521942,7651.511541521942
3,94,0.3232513581506291,745.4844444428219,-0.3085796490108554,0.690458560227452,-0.2846948982336796,-483285.1506629463,6,830584,15.567014191044406,0.3232508692678886,-0.5818618594422073,1016085.5494144392,1016085.5494144392
3,15,0.0288350399668617,799051.1788587063,-0.1433037405159161,-0.2767258507829804,-0.6496712296463338,-1739.8420785796409,6,3375,0.0145234338336372,0.0287407407407407,-0.5155087640235972,3956.2725094103225,3956.2725094103225
3,36,0.022869813262512,361.2391897784343,-0.3692537297895677,-0.7036269581575829,0.0004825579558944,-49518.767105215855,6,46656,32.12543725657827,0.02286951303155,-1.0613590343196129,-92224.85430444988,-92224.85430444988
2,97,0.1903479691034514,15070.20224241722,0.0140870269748285,-0.4205528888291983,-0.388054243674174,-2369.1403240059194,4,9409,0.7700604636333571,0.1903496652141566,-0.2517951242433754,12817.802209737512,12817.802209737512
1,22,0.1107040380436363,45.86735863690101,0.0013793332016691,0.5250829023729282,0.2245177363723689,0.961620065662508,2,22,253.0114502060705,0.0909090909090909,0.0437100029846594,-23.5740533047232,-23.5740533047232
1,36,0.432017587510154,270006.033081407,-0.4521638934491421,0.387940939375438,0.1481204834569287,0.6100139963130806,2,36,0.0429803985985207,0.4444444444444444,0.0169448332309189,3.821730408831555,3.821730408831555
3,28,0.232205938717514,347327.6718957083,-0.1698594794424142,0.4019914020774315,-0.640367554818674,-20173.23085136928,6,21952,0.0334121576392245,0.2321884110787172,-0.9189700642934256,26668.727884264976,26668.727884264976
1,20,0.1663235313968147,0.0010993787245662,-0.3636355452688355,0.9898043236048476,0.6503584201470238,-1.8625531967040403,2,20,10555931.879092371,0.15,-0.093127659835202,-5.046144901301745,-5.046144901301745
2,32,0.2048540100375584,0.0081465723338475,-0.8867717437036562,0.2388344211487709,-0.7081642542140583,-1638.6427104924533,4,1024,1424521.4367799538,0.205078125,-1.6002370219652864,4261.711668511316,4261.711668511316
3,31,0.27407493545288,522.1911533696514,0.2506800173536962,-0.3806585921492458,0.7807915144150983,29554.530985019268,6,29791,22.22359925279944,0.274076063240576,0.992062400893534,34943.2122200239,34943.2122200239
1,92,0.3469891340374852,40520.98703903982,-0.4725509134624257,-0.821818513591571,-0.0903379422994545,-29.96560155924514,2,92,0.286393984299136,0.3478260869565217,-0.3257130604265776,-52.74622711447315,-52.74622711447315
2,12,0.3124395338927694,3.60537817492092,-0.1720779779294989,-0.6402654490688728,-0.3997446014765053,-91.17561431068168,4,144,3218.7932479784326,0.3125,-0.6331639882686227,-14087.017756320323,-14087.017756320323
1,17,0.1009257968321833,162738.4904885951,-0.5688444406520967,-0.3740566229739379,0.9667787885792536,-3.724539450339506,2,17,0.0713105233494687,0.1176470588235294,-0.2190905559023239,-2.21008651295257,-2.21008651295257
